SR	SRsd	Rsq	negative_points
0.194526767132143	0.0179278944803714	0.855229425780934	3
0.239239017808974	0.0184697562208175	0.879975086764221	0
0.249745592716339	0.0150725461724342	0.92948856913341	2
0.247329576932095	0.0343173125488281	0.702797716429942	1
0.202175434536723	0.0212271590933482	0.819755760866922	3
0.214258195500752	0.0118274998416313	0.937750375222632	1
0.199188283961309	0.0268775527311362	0.705175851039259	0
0.169307762386812	0.0168991128053456	0.84123982594301	4
0.215269637220034	0.022267321887783	0.816950134365395	2
0.1692489193022	0.0186698881165265	0.796871711053538	2
0.213614352077167	0.0332554774090067	0.696517471898015	5
0.199032594053957	0.0163069759934589	0.876932266368279	2
0.224911980505703	0.0132828596605956	0.932299475831988	2
0.219505509743911	0.0225682034323691	0.804869293537649	0
0.170854669088512	0.0204530096739728	0.769046247461849	2
0.144152621596736	0.0203510356791856	0.715296995497497	3
0.197116847827201	0.0179776827210417	0.839893987597005	0
0.250035530030032	0.0270346244000179	0.803293714376911	2
0.19034654753064	0.016873085589007	0.85882255177625	2
0.242982997332453	0.023111473657881	0.828231093668117	0
0.211280480798209	0.0205192090586122	0.835112656932352	2
0.228908424506196	0.0246223050862663	0.79752307520295	1
0.134867634610539	0.0179551879214292	0.729087154923797	2
0.202690231967873	0.0205530277907984	0.809190743500459	0
0.19344099011512	0.0218614846327661	0.805087154686484	4
0.220858068323221	0.0218159039231125	0.823724797125965	1
