SR	SRsd	Rsq	negative_points
0.250674865147221	0.0241283607172034	0.831140104996865	1
0.255877663028816	0.0165945519173504	0.919373491480391	2
0.161350391937592	0.0280715343028306	0.623140847831637	3
0.18022640251468	0.0238206062156294	0.72272059669655	1
0.236026939624457	0.0208487034125006	0.84834192174917	0
0.178688343039601	0.01545401099901	0.870323726211869	3
0.20590557808758	0.0163085637280074	0.88408662954143	2
0.221146208395425	0.0137195387604601	0.929042690274146	3
0.242539945657176	0.0265697431757864	0.784111325304501	0
0.239293879064694	0.0233811026876108	0.833431418011309	2
0.224091866581217	0.0163747780750192	0.895407137616552	1
0.24862580504712	0.0409787748621046	0.615714344596651	0
0.213194152308447	0.0198864544288479	0.833727484917871	0
0.214395935108677	0.0197764547221551	0.855010727299948	3
0.250455462628351	0.0173086556090363	0.905457355708832	1
0.186985586645524	0.0309452621033079	0.624260945228351	1
0.215571732160873	0.0336632437351064	0.651118493982518	1
0.173531898984371	0.0263534729352934	0.673992401231255	2
0.194854574093017	0.0219380720508445	0.790161644733411	2
0.203360372630209	0.011816101616597	0.934343662205016	2
0.219104638328153	0.0248254027066941	0.780169480503168	1
0.222751035412498	0.0211864032635293	0.828240460542469	0
0.234191476715995	0.0186950782580881	0.877548816469002	1
0.257223235359638	0.0249519986976981	0.835434358210724	2
0.164612785713148	0.0154673045498798	0.837818646128199	1
0.207397830092697	0.0236228939368743	0.770592383836908	0
0.226296591496897	0.0189746658083782	0.871828649139294	2
0.218454957642864	0.0156536251626344	0.903180584696039	2
0.180650520854073	0.0215402915658612	0.770451430598445	2
0.167215497505052	0.0256716739598997	0.658814981267374	1
0.23018053028031	0.0217232567731087	0.83045155551935	0
0.222765613611306	0.0160113905878143	0.898475943179206	1
0.262689429213891	0.0367624833037377	0.708889196793188	2
0.180895429179854	0.0156604633708191	0.864483220764008	2
0.208199561191778	0.0241260714691631	0.77234423045082	1
0.254082537903916	0.0305967010780579	0.775540793122729	3
0.194097753920024	0.0138413008488408	0.899913796865239	1
0.227538132302207	0.0129837816166145	0.942243285829299	4
0.254067008714535	0.0288109801243858	0.779880368775396	1
0.208397383754294	0.0164688660491589	0.879712341557594	1
0.216406343849817	0.0318636900884548	0.687453248514966	2
0.2207590027385	0.0215527723712636	0.827103266798239	1
0.206342003339606	0.0202755507460622	0.825245512235896	1
0.170629332430872	0.0266260898910063	0.683952121459878	4
0.228098729870739	0.0376181628700753	0.636721152750868	2
0.226933190101223	0.0303672992008624	0.717725674625926	1
0.181633800535946	0.0229744330596577	0.757929303057181	3
0.207506904592077	0.019334305408306	0.840100538620356	1
0.251389859629437	0.0296754131123374	0.782413834773356	3
0.213778208096059	0.0242923755103365	0.795131636065041	3
0.230593749582451	0.0169069113020103	0.899069446238222	2
0.165244098438857	0.0189158287307996	0.768816496084641	0
0.215678306305674	0.00965459709628059	0.956572092609061	0
0.227610643674644	0.0190927369404182	0.882516351896967	4
0.17987337173911	0.0298304208614417	0.623280212806509	1
0.163056834251296	0.0166881143342604	0.813151834943643	1
0.20885053303316	0.0237539378356403	0.778856263984526	1
0.231529372179498	0.0233189283786725	0.811278904154329	0
0.208124338265661	0.0281363576988437	0.71356087650658	1
0.210074777944181	0.0277555747109978	0.71387406416305	0
0.231653151154263	0.0260297396201959	0.790816239780401	2
0.191073811858131	0.0308788293212567	0.635360075742015	1
0.195394708370254	0.0168732591384358	0.865073010987608	2
0.190653910883851	0.0177562165650853	0.846366214473678	2
0.195760586995331	0.0208757250497722	0.79310603198826	0
0.180215468198703	0.0148826540824953	0.870034847804584	1
0.176784757160816	0.0127234853740916	0.902404886467212	2
0.196494249849776	0.0295677401450827	0.667783686371725	1
0.184611068095798	0.0149433525520102	0.879533805396846	2
0.21642836468968	0.0238574464510304	0.79710030139599	2
0.188936131482045	0.0255980464904209	0.712667404735035	1
0.220999994864783	0.0200914638213206	0.852562058494683	2
0.242023408719356	0.0225745984370791	0.845970450812828	2
0.163891770617653	0.0292975115054716	0.610309084694775	3
0.203379798334502	0.0146629342679487	0.897911701771802	1
0.23453308085852	0.0266317889149116	0.787309315432524	2
0.203384260857179	0.0287821301177209	0.704257954019522	2
0.224539285661252	0.0207719768377062	0.842022048606345	1
0.237749288697758	0.0221671712334397	0.846073756957354	2
0.217626681069543	0.0240063532051219	0.796873025006433	2
0.217447621876468	0.022710444658021	0.799875750566018	0
0.241979882125863	0.0309825621783984	0.744247601332564	2
0.195433251488033	0.0261736833208511	0.726726199569547	2
0.192754408867969	0.0412579710664338	0.498188950773339	1
0.208419055995917	0.0171467748623075	0.870891927172652	1
0.2371917653239	0.0366817889996232	0.665946040554329	2
0.233737746852781	0.02328670861551	0.821216290425672	1
0.204635633290336	0.0148521232287273	0.909490698574768	4
0.24109883752327	0.0170343609992375	0.905632491369857	2
0.216218471409232	0.02211456730365	0.820309637251221	2
0.19779056586266	0.0253991054332731	0.734146404283612	1
0.166522707796262	0.0143382373560994	0.865753664415361	2
0.227686999008206	0.02900721226609	0.746148842106759	2
0.202450275582818	0.0222190368132044	0.806252925851262	3
0.196529917963146	0.00927522275901941	0.959921742409519	4
0.176298394618412	0.0151574501692563	0.86609964908722	2
0.199950132619829	0.0173776100401427	0.852487379838022	0
0.21741225599505	0.0361921605916482	0.610993774465566	0
0.215442690795041	0.0117490416285303	0.944392472955525	3
0.199404949004567	0.0177800813865287	0.857388227390256	2
0.260034703976679	0.0319870083384785	0.750617227213887	1
0.232433347809023	0.0265020292000366	0.785926776937171	2
0.174719250613499	0.0310358856677297	0.59048689382772	1
0.184569708524721	0.00985838758275507	0.941525298993075	1
0.221845038746964	0.025572600651689	0.782219293722175	2
0.178850638751177	0.0217187485365904	0.74711544449954	0
0.184235567070558	0.0200665891095357	0.800962395366523	2
0.227511900010749	0.0233655399110964	0.819090572241251	2
0.190648260591546	0.0191549325788603	0.818714895461657	1
0.204050506231565	0.025965954599216	0.746586532368868	2
0.201238491474973	0.0252380401188532	0.743289737289701	1
0.189797735308592	0.0175473831563334	0.842184368820896	1
0.191830953033869	0.0258678854957828	0.723991599749833	2
0.166237434326217	0.0222786087732805	0.736045429914637	3
0.186906286659978	0.0179557696703786	0.831682076337796	1
0.21383077365113	0.0261557340444496	0.74435722176971	0
0.185205747845544	0.0363247471706203	0.553344134130391	2
0.188587661226152	0.0210569603837788	0.777571788457757	0
0.192079136028837	0.0280752798440971	0.680570457764194	1
0.163466388423738	0.0190110689860133	0.77917473461519	2
0.235220507825959	0.0196717188114228	0.883142344166897	4
0.185745912390553	0.0218966498601425	0.766240701209913	1
0.231428054506908	0.0161675442144579	0.899635426794174	0
0.230634340911161	0.0262224259526471	0.771228230293075	0
0.205339439440876	0.02736445602489	0.719398963924714	1
0.202209282477232	0.0225416996512189	0.78570706580488	1
0.235588979589377	0.0209984541275611	0.857481722311708	2
0.199500999364308	0.0187101145355987	0.84453876450186	2
0.168621075187139	0.0166464347295005	0.83054117415423	2
0.179176734436454	0.0236579840332505	0.723125576563886	1
0.19346750778434	0.0284622704659597	0.677739115373468	1
0.270901739789786	0.0254693167706966	0.837658834748642	1
0.240608902795104	0.0186842294167817	0.883388419910846	1
0.15721484899277	0.0165514730449022	0.804386083724999	1
0.19656923548045	0.0273302776726766	0.701938351009787	1
0.217032349547728	0.0273023460465642	0.742116268165931	1
0.185858962094054	0.0189924834369064	0.806786631310066	0
0.206858698459126	0.023305613222862	0.782109193757682	1
0.188424274687731	0.0191312908664783	0.836608731103516	4
0.212401566807958	0.0293996274465239	0.713416082501828	2
0.190029471558599	0.0325017964971479	0.642986862172815	4
0.199249703382471	0.0226803407137021	0.778576396224513	1
0.211431378190116	0.0311505683722475	0.677099180290861	1
0.16905584502862	0.0145387123000923	0.860546764948586	1
0.194445251352852	0.0156005531226157	0.881407197116157	2
0.217228294240937	0.0193289523938274	0.857899488943213	2
0.179031623326562	0.0217527649274551	0.763713742222846	2
0.237501018259442	0.0285356191905841	0.759340902197755	1
0.272375261204525	0.0535465039556755	0.540658106008615	1
0.241326970076509	0.0146653101028864	0.922297080909104	0
0.23993097747736	0.0218132338212861	0.852553683412624	2
0.209127372476098	0.0196276648847107	0.832006403381043	0
0.207551321798576	0.0194850196737384	0.844269220051535	2
0.231853765720355	0.0264461024835321	0.785797188879195	2
0.239942348190127	0.0287767345671987	0.776955611826034	3
0.200884473670345	0.0217133138831206	0.810987591290741	3
0.214799583865871	0.0188696796062416	0.855343263381766	1
0.223955095956735	0.014436602430126	0.923779987173247	3
0.20949001419844	0.0201767124052503	0.83096492902559	1
0.238576918587117	0.0206390852539474	0.859116694751876	1
0.217424567049689	0.0283038210021588	0.719903466059219	0
0.182795414424896	0.021689731410882	0.763892827569922	1
0.180764197965808	0.0156870683994251	0.863912188028251	2
0.205600626864662	0.0157804663291096	0.909389443449141	6
0.154258608172429	0.0282772875207526	0.564277224387939	0
0.156683197350043	0.0246343841293654	0.658553290248813	2
0.208649519216898	0.0259486210122587	0.746487987625892	1
0.183650524308117	0.0353799286469123	0.57416233078507	3
0.206645448078067	0.013888942668683	0.913878949586853	2
0.252118920515041	0.0250296444451145	0.815661449155948	0
0.193050029793498	0.0120298761839717	0.921853633502507	1
0.216916559375394	0.0277706782632632	0.735332471581689	1
0.19444038324751	0.0256501487124078	0.751837020067319	4
0.186074632861955	0.0183523589669627	0.830804093327612	2
0.206594512849238	0.0210931405556051	0.827892151960811	3
0.199538559333349	0.0222151915696762	0.778575495794353	0
0.208446100252138	0.00955268923321669	0.960240249937905	3
0.26148857448688	0.0174992304446203	0.910855572995608	1
0.192747593618812	0.0133909258021611	0.912463554979439	3
0.199763551090128	0.0173590399523296	0.858023355077551	1
0.1989983371935	0.0246048690431125	0.766191642251696	3
0.184769402497039	0.0180160105652906	0.827470364909109	1
0.242156924151796	0.0317815367211533	0.734703036744617	2
0.224466667903442	0.020767264794562	0.83599217435875	0
0.219564557790039	0.0241290386177814	0.798093013900061	2
0.21671873230406	0.0250914677275999	0.772650182809247	1
0.243997283233708	0.0203961643370672	0.872515770078492	2
0.23824811493803	0.0221591581150049	0.834531986810732	0
0.181766063354727	0.0162867735576119	0.850359639753135	1
0.148320657605849	0.014484938951645	0.840230385953744	3
0.243347010742696	0.0517640600627369	0.525107303346069	3
0.199170463721253	0.0107627807136876	0.937668908210508	0
0.260416134450811	0.0130434485520257	0.950521031991695	2
0.260089594856354	0.015900658580982	0.921425348876141	0
0.16291971153475	0.0167516061843857	0.804846619170457	0
0.202070601062469	0.0182426933826622	0.848429930357964	1
0.207481512796642	0.0248975574986801	0.768186986488246	2
0.168713740019452	0.0189102896547262	0.799575932047112	3
0.208124695295916	0.0305251368098718	0.679074723974312	1
0.218755661231729	0.0178284897782651	0.883200836196582	3
0.223186642791609	0.0116674621817831	0.943872879141474	1
0.224224529690849	0.0244965940476189	0.792439700555042	1
0.221918034681946	0.0295118557194615	0.720246054781845	1
0.180288035175502	0.0248788562095061	0.705079463625329	1
0.161882509337976	0.0161596472293415	0.827382815633738	2
0.241064819615918	0.0174416943524636	0.897255248330463	1
0.242394611132615	0.018680838716851	0.880344041176301	0
0.179634168352823	0.042378447168776	0.473367797825754	3
0.225202161148126	0.0521083185488925	0.459306258966034	1
0.226504511332362	0.0238196370872942	0.81194454119561	2
