SR	SRsd	Rsq	negative_points
0.170131652346956	0.027196038400967	0.640407062292243	1
0.214786580929256	0.0240209249583085	0.777012269928061	0
0.204550326368555	0.0295855560486072	0.695077138120638	2
0.241170286906226	0.0240329432652364	0.814523948971628	0
0.239494592999822	0.0299359624713853	0.744561648331097	1
0.214778725629382	0.019634456686366	0.83926050319142	0
0.247335000728661	0.0197921921132773	0.881954693092604	2
0.194867405546132	0.0349702908986366	0.585532659071086	1
0.27082229253144	0.0346463206181848	0.744568315260481	2
0.207605240354777	0.0254136236529541	0.752438777869708	1
0.209728277764838	0.0190680333788022	0.858573485137843	3
0.164923822850258	0.0231470670021993	0.697982376054918	1
0.238835455484534	0.0241487670336865	0.816823191679081	1
0.232778127952116	0.0287421195661061	0.75784223085286	2
0.222593981065622	0.018625809231987	0.872290159921511	2
0.208434647448376	0.011648231923345	0.941741138279945	3
0.198977957643287	0.0207142211611938	0.807907204940937	1
0.249525305879603	0.0156923780947188	0.923849672300329	2
0.197777375465543	0.0144659395837061	0.903833582306475	3
0.185301325147862	0.0201111685216961	0.794605978234205	1
0.213742828467079	0.0278217040103613	0.747240575931105	3
0.224772948837923	0.0213640445132106	0.840982562414751	2
0.260299749257934	0.0261803183104903	0.81170377006109	0
0.185558527341767	0.0106223353785674	0.939018268476055	3
0.201268362040734	0.0233943497966811	0.771264186356507	1
0.171315437554259	0.0171767940302708	0.819332548286116	1
0.302119759639444	0.0349817047447972	0.788931699664202	3
0.181040346451346	0.0203181281935961	0.791215554928728	2
0.182361818219882	0.020735556809692	0.771201440551662	0
0.179134617770583	0.0335109800699419	0.600834882594952	4
0.211834968867477	0.0200315101420055	0.829891510479765	0
0.235908418675128	0.0326074757163334	0.704397809042419	1
0.218837016390712	0.0150751213426827	0.906008455189116	1
0.22398740410019	0.0280678888423606	0.743605160897717	1
0.221589025075132	0.0196461744084097	0.847380509657111	0
0.216236533216848	0.0170166134995604	0.890267377943402	3
0.17586444101004	0.0304936124995429	0.613219470946167	2
0.208282211502414	0.0123990378335615	0.925223563176185	0
0.257798272635578	0.0187484572893478	0.917933137191743	6
0.246365746401399	0.0227288996502182	0.836769646809153	0
0.202618934212184	0.0142161344801853	0.902819412412655	1
0.221742051850735	0.0229021767507734	0.803431268758837	0
0.25595916236155	0.0285061985487946	0.786030959134118	1
0.165597730529857	0.0415488839924067	0.430780999933272	2
